,mean,std,2.5q,25q,50q,75q,97.5q,mc err
z_subj.a1fyzaUeRMiI,0.4687701311236412,0.011110768152933955,0.44615756528220735,0.4632176140344666,0.4669473532506337,0.47520636292608204,0.4915065029818284,0.000600150283565151
z_subj.a2u6gJO7Y274,0.4702797228752394,0.0104202569603637,0.45235643099160283,0.4643789890019653,0.4685818872460291,0.47621806317097626,0.49227416735840107,0.0005626960147229492
z_subj.a2uc42qALAbk,0.4680486603024116,0.010805057022549035,0.445796530491826,0.4630866282424996,0.4664772496487496,0.4738167890114089,0.4901543403365999,0.0006110859318026058
z_subj.bIGrT2JgnV8h,0.4679712392971866,0.010304885967172562,0.446935627999143,0.4626851581684225,0.46669665667978844,0.47414670288041616,0.48966143159835834,0.0005865708368618954
z_subj.beMiKSQwLbmP,0.4672765267241339,0.0106349605118546,0.444103731334582,0.46245851064450083,0.4661428107385726,0.47345965130133477,0.4874242237089705,0.0005908496101341472
z_subj.bfadGrp5nqVu,0.4693087836406374,0.010396015050761724,0.4487662718066392,0.46382651169780587,0.4679971518230823,0.4751785198758127,0.4916537530502086,0.0005990696341863631
z_subj.bfsCGazJkgHe,0.4727394003592393,0.012286747147427118,0.45299806045780744,0.46487996492075245,0.47052451283876745,0.479107071299609,0.5013431617160516,0.000771909274818222
z_subj.bsBTMtR449YJ,0.46847213070461613,0.01095481404963283,0.4464838340056484,0.46324410764228957,0.4668338024252696,0.47485108767024586,0.492483107015151,0.0006173245623221462
z_subj.c1bgmfeXTXTb,0.4701913726668932,0.010420187856536757,0.4514836754012501,0.4641226149828034,0.46852097159974165,0.47612635932977515,0.49466290875410174,0.0005874955118428337
z_subj.eYN6bFalTKXx,0.46853729888784634,0.010742423867861414,0.4453479570043164,0.4634583585368539,0.4676150775371104,0.47460439409298755,0.4896663101586721,0.0006107925423444864
z_subj.gk8Vo58Syky3,0.47234194616228004,0.012314669573900693,0.453271258298346,0.46468629327919514,0.4695403328978704,0.4782555659154759,0.5009291077323068,0.0007729225239026746
z_subj.hbqSJJgFRp6J,0.46820758317564243,0.010811638118448963,0.44575167980583913,0.4627371942136411,0.4663629254298246,0.4746894803415103,0.4908612124923183,0.0006124804667965089
z_subj.iQS78gQlITXB,0.4679846100772415,0.01067115475202617,0.44559137550815237,0.46315709453172255,0.4668866798024023,0.4740944191406146,0.4892098981706555,0.0005545465647964606
z_subj.j1fpeDp6n8UR,0.46857730955656224,0.01062934649576743,0.445806907394392,0.463488191912964,0.4670551377489239,0.47508544718652934,0.4901073036143568,0.000588452924667188
z_subj.jkMWKBfbNm89,0.4689420582654117,0.010877796303423809,0.44715158606161703,0.4634557834829838,0.46731613281449863,0.47536672852702866,0.49171052589213765,0.0005937229231919017
z_subj.lYX7ZRvDXlCB,0.4705246247217831,0.011700414133513496,0.4483355594546728,0.4640762419258418,0.46872307643588323,0.47714357737594976,0.49763310692279017,0.0006626202080471338
z_subj.oVBDbrLOM3N4,0.4667377073128063,0.01118772227647586,0.44252258632430774,0.46234696094471767,0.4660266663760004,0.47322716877357945,0.48671391861627833,0.0006165682763659937
z_subj.pmFs7MfKf2zJ,0.46987725937955227,0.010564518484808444,0.45002698545493464,0.46390160525052165,0.46818537288197004,0.47653086473858436,0.49194069927788303,0.0005604984084045721
z_subj.pw7CJaa5hzve,0.47081505857887423,0.011492257177690545,0.4505769885836178,0.4641326980364394,0.46891125709545045,0.4774687885081652,0.4968587071418513,0.0006780848476598651
z_subj.qZqT39zakszM,0.46747618359682563,0.010297190790126894,0.4461082239408466,0.4625279512787769,0.46610067104285985,0.473671917805325,0.48885879098993335,0.0006036022416007941
z_subj.sIvKDF2pkNly,0.4665310910059931,0.011461523833818597,0.441327720757791,0.4614558450938685,0.4658262511645503,0.4731989961374953,0.48798842313535223,0.0006451042459519834
z_subj.sgw1PPX1s04D,0.47101937925516313,0.011037901855543446,0.45248066130297326,0.4643972432366773,0.4690082003175623,0.47698715035559713,0.4960417304798789,0.0006462367482876804
z_subj.tatdpUSNjhmJ,0.46730176326175743,0.011024650259659641,0.44357132211577815,0.4624693198191979,0.46610463076008596,0.47387139723612365,0.48836186846437313,0.0005614303875329941
z_subj.uxHhEDdcx96G,0.4690869233754905,0.010828860680335575,0.4480393937844398,0.46320544086721277,0.46723588615508294,0.4755006538651604,0.4921305923915225,0.0006270044318485347
z_subj.vaw4Oar5AzRL,0.4689491685428349,0.01046231017028784,0.4467805607590205,0.46356712473630135,0.4674771375235449,0.4755375457146021,0.4900903813877268,0.000571761669846681
z_subj.ve2ZsUxKhbqf,0.47084534675587086,0.010933506763140196,0.45242437138519354,0.464422828877388,0.46845259936599476,0.4773610205701395,0.4957947811906946,0.0006763099631174486
z_subj.vjarSw5JzNXk,0.467589380791223,0.01074387258469553,0.4440690622972559,0.4626825887581664,0.4666509748933015,0.4743529808205848,0.48880089225341733,0.0005897254620009663
z_subj.wVICZPSLJ8KW,0.4673410716162413,0.01101861028019469,0.4438306222057418,0.4626606217223736,0.46645556826416973,0.47376740462062694,0.4889724382013627,0.0006058618758326315
z_subj.xV0pSB7wY6E2,0.46621656648008025,0.011175079812802554,0.4405316504055555,0.4615098716505372,0.4656367335868662,0.4728963748594182,0.48708801698950904,0.000621831385342356
v_Intercept,1.1218872464372465,0.03865076984198505,1.0486719456499123,1.0956401923050136,1.1220086239248535,1.1472585273125016,1.199222202062631,0.0015808945420257652
v_Intercept_std,0.28247297854590486,0.030092458151976125,0.2278606979217938,0.2621733710091937,0.28046905976576464,0.3003097104872741,0.3474235869100842,0.0009409872042907934
v_Intercept_subj.00wnwvwLHBIk,0.9108256514941152,0.13181841268399364,0.6518363263201492,0.822637659077947,0.9087789998781209,0.9971216486491833,1.1722017526393769,0.003804053298161622
v_Intercept_subj.0ALnIzl1ydE6,1.301080220263504,0.13031673448802847,1.0438156434267731,1.2130982713321068,1.3002876252279092,1.39022327722329,1.5563316726893706,0.0037907320355747274
v_Intercept_subj.0GabPL5vHH8P,1.0763883587222622,0.12905647151521418,0.8293826771129406,0.9874114378453561,1.0746911138798607,1.163713951799654,1.3305979239066543,0.004298111903805464
v_Intercept_subj.0VVhHyPBOh8x,1.255060111942245,0.13949365005363493,0.9979219564665271,1.1621516612784948,1.2487891162799185,1.3458123354942901,1.5413424313098387,0.00446199802311075
v_Intercept_subj.1YT4qLD19kvV,1.4067339422151788,0.14513826568641214,1.1389809742412018,1.303830536375263,1.4008512105165143,1.5071835977441133,1.7007856091902085,0.005564373588409677
v_Intercept_subj.38HjYDEebF7Q,1.0189632066938685,0.13843480498933616,0.7594170445650934,0.9285982979974626,1.0203677071267037,1.1088854398845465,1.2973601736356617,0.004264396965181017
v_Intercept_subj.3m9MitiUNkLe,1.0465724942235264,0.13562244369943727,0.7830411092544493,0.9558972179529905,1.042310000953385,1.1326205980941244,1.3226212557846628,0.003964505113153808
v_Intercept_subj.568OcVLCD0h4,1.1168586330469015,0.1307506148348917,0.8539914346846409,1.02872526073643,1.1140882288402905,1.2050998757410818,1.3658072159687484,0.003884967570446574
