,a(full violation),a(no violation),a(purpose violation),a(text violation),v(full violation),v(no violation),v(purpose violation),v(text violation),t,z_trans(full violation),z_trans(no violation),z_trans(purpose violation),z_trans(text violation)
933,3.7757766188893522,3.791662464997123,3.254226607391307,3.3663952588842836,1.0416119489019653,-1.0962919266759517,-0.5056527298578899,0.21020361904139873,0.6670912004571937,-0.14651974616619462,0.18670281703054106,0.3269428934516275,-0.03255227543548167
934,3.7799776911636935,3.81275736324299,3.2617293735314488,3.426241492940036,1.049116858858579,-1.0884145791771933,-0.5058535063513101,0.23792352190058447,0.659253647979634,-0.1732436586156238,0.18841470849157524,0.3122689962107401,-0.03624386977479262
935,3.753828097198871,3.8249274275761485,3.2949963192379625,3.3957257058392574,1.0162215552964422,-1.0811983414661706,-0.4940129637700258,0.23324882907533198,0.6616052941026583,-0.14048679169363684,0.15284243142375065,0.32113469211115064,-0.035359677623327146
936,3.962647626636193,3.880519691920993,3.2183587253231742,3.3961550225496606,1.0616969091768755,-1.0811131022159006,-0.49226165050332477,0.21753636925231457,0.6619475029942914,-0.05105646304525026,0.11717693396508211,0.27282381298582403,-0.027791534816480536
937,3.9487300547716018,3.8908858953228123,3.2320075542153126,3.3557117788515627,0.9928379595137797,-1.0971048359642093,-0.502359380400043,0.19729068192132154,0.6733815657596195,0.031560338259989745,0.12984087062362376,0.25035324649491053,0.032480133332272704
938,3.836232392467242,3.8003639157593825,3.247650376091901,3.3623513083802017,0.9874734449722979,-1.1096500068010802,-0.4966058764656952,0.2504114751791069,0.6762158219507,-0.07662295215924658,0.17019037399032824,0.2915369825097147,-0.028246475165815424
939,3.885778368422262,3.834168850457454,3.2715703490420864,3.392804218004417,1.0141610412489874,-1.143989464091377,-0.5055899128505886,0.24612291382038656,0.6777093008271466,-0.06261805504887027,0.19612080289390676,0.2685722246871505,-0.038525349997676914
940,3.9486730959533385,3.7934853713827428,3.247652920900522,3.3933545309536575,1.0552402740808335,-1.1264453784751152,-0.49298693986569786,0.2385634075398511,0.6583967668256238,-0.0663761194387803,0.19749151500415466,0.2980168742272254,-0.04503679406857042
941,3.8181085845528813,3.822249275842926,3.300030436144606,3.331461255811149,1.0364969658034309,-1.1046481725875745,-0.49981529925727797,0.2334075538628281,0.6636867186279395,-0.1528962087303513,0.19644732173838148,0.2758102506552714,-0.009489044075698033
942,3.9346950523509507,3.782023497048248,3.2472705866396443,3.364122627978525,1.0370836274579407,-1.0840866601658665,-0.4966065688329031,0.24265201376297646,0.6805144218337366,-0.021072340302394736,0.18476750424794805,0.2871610787664413,-0.05461188883607892
943,3.892076791568413,3.7525665812998055,3.211962167838207,3.3792105271716784,1.0385277547204943,-1.0683010866052545,-0.508141476768627,0.240184471537769,0.6768615233052644,-0.09489087496743441,0.15409085058499172,0.3049088255036536,-0.03484086051795577
944,3.89143794734963,3.9149334562327467,3.2858862978782155,3.364347661188148,1.010427613225389,-1.0723664652145997,-0.49826785420286035,0.24770005292231334,0.6590504701791327,-0.08981528088689995,0.11555140031920295,0.2815199282570218,-0.05927837389486558
945,3.7599887038525455,3.8899490228608125,3.2548079756835673,3.295156232769021,1.0355104547424356,-1.1350483739935686,-0.5072667032525033,0.2064962692876554,0.6935690414321993,-0.12479694609976505,0.11674086213923494,0.30136902278824707,0.024126902821236224
946,3.896459780518068,3.8704680031834005,3.2697758872627736,3.3753783732238,1.0706190328475358,-1.096657236809826,-0.5006329662125953,0.21013505822912742,0.668991743633444,-0.1196651296719241,0.13287281100517737,0.31317655184765475,0.013152509316208927
