,mean,std,2.5q,25q,50q,75q,97.5q,mc err
a_subj.M07bqEUmTTmk,4.222229216976855,0.8517463706296822,2.656141087176676,3.6406408454284147,4.134582394596886,4.775220155600146,6.094653212504868,0.07167649205873078
a_subj.NbvzyCXZZi1L,2.3160302730916635,0.28556099433364757,1.8556501125334677,2.121282802457148,2.283361335862768,2.478009650856196,2.9221505666773404,0.010501684034019106
a_subj.Nni7lJOWzkSC,4.977339902175992,1.0818449049347356,3.183361170157652,4.224971840333862,4.871151899668307,5.617239643667229,7.492709573838528,0.09395557615217863
a_subj.Ny14T48vbIXV,2.700147511029458,0.7949808196554542,1.6525174681433004,2.093181366372769,2.5047259641129678,3.169898742175941,4.610527837154576,0.06762192172251227
a_subj.P35mVpqY5nDB,4.502652232565412,0.8699807212283198,3.100602037944867,3.871646447261059,4.414413984585307,5.0700732115112,6.330299425733471,0.07035644325781634
a_subj.Pvfc2tCVizbx,3.496341191548198,0.8522236976700125,2.0779834989300126,2.9020360696025502,3.4163048242646403,3.9587699583458518,5.601141039345853,0.07129342108300586
a_subj.Q2mEAvSQyEQM,4.328708798690658,0.8622041834438757,2.82616765040188,3.6921496691091535,4.298788036699257,4.935007105324358,6.113258378577685,0.0701755510382989
a_subj.Qjf7kPixAN5S,3.7121492036765953,0.9822394943584236,2.284854834243766,3.0003437162936306,3.544540475008593,4.195571789180518,6.229866480383495,0.08744074567742963
a_subj.SNL6pT4T0GG2,5.9434356400063155,0.8825140398765831,4.252122834709842,5.27020831281187,6.001483159798096,6.553580667072863,7.58632243009578,0.061898594771868334
a_subj.Seoi9ErBmLbz,5.501868233815122,0.8475683972916874,3.862837210908131,4.913801694592034,5.4784742008573915,6.095554376036467,7.15530110720275,0.0635186032833394
a_subj.TSOb1FVsC6Gj,4.864094612316831,0.97413591731373,2.9118606485637306,4.223302470646171,4.882531351388396,5.50420178228187,6.78008667378771,0.07812797799009923
a_subj.V3QbPDaHmegI,2.337047003443567,0.5953855258216648,1.6913504893649276,1.9182709940969982,2.1273206060054832,2.5780552791410245,3.857587145958105,0.04887309686163521
a_subj.VaDNI9pgJd1X,6.1461623081969785,0.6937780166955224,4.7733295867472,5.704791727888507,6.126696782696796,6.593022073276046,7.57465493526124,0.03879739802002258
a_subj.Wb2VgDD1oiqn,3.345373635412068,1.100496645618296,2.3226331480818962,2.6387789869318907,2.873711387369415,3.4571303242929563,6.016458535846258,0.1033088863400019
a_subj.XdNdtPH2gx6g,1.6416120551007733,0.06627932778521752,1.5178637653328622,1.597095531388949,1.6392770333210767,1.6847314491840213,1.7744486187476107,0.0017054250713128196
a_subj.YJtWDBhIZrfu,3.8124449832430174,0.841849061830448,2.3414197604679283,3.2016877103882555,3.731366078051829,4.367059497696108,5.6887493986854984,0.06793119784798421
a_subj.Yr8fjKtzqBSc,4.54992287163258,0.7525792496499444,3.176958110808877,3.9926290727594065,4.535350760531089,5.063456150410656,6.030832497802048,0.05382502589555786
a_subj.ZyEayYnQuirQ,3.344937722668494,0.9585912732609608,1.622523123688034,2.7017332172460997,3.4104348724933375,3.9850966932525784,5.206936263572443,0.08477504647885037
a_subj.a1fyzaUeRMiI,5.348080592227982,0.7100470041314093,3.9209187286005673,4.862304295637992,5.342553806093408,5.844366983728412,6.723929224829739,0.04409288613348547
